Run,Accuracy,Fitness,Selected_Genes,Sensitivity,Specificity,Time,Stability
1.0,0.9230769230769231,0.0010770542566081766,120.0,0.9318181818181819,0.9318181818181819,234.32977986335754,
2.0,0.8846153846153846,0.0010770542566081766,120.0,0.9454545454545455,0.8933333333333333,235.0661461353302,
3.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,235.15005707740784,
4.0,0.9230769230769231,0.0010770542566081766,120.0,0.9151515151515153,0.9418181818181818,235.10970616340637,
5.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,235.0979630947113,
6.0,0.7692307692307693,0.0010770542566081766,120.0,0.746969696969697,0.8384615384615385,235.64733481407166,
7.0,0.9615384615384616,0.0010770542566081766,120.0,0.95,0.9833333333333332,234.96328353881836,
8.0,0.9230769230769231,0.0010770542566081766,120.0,0.8833333333333332,0.9692307692307693,235.5730423927307,
9.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,234.63765287399292,
10.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,234.5340383052826,
Mean,0.9153846153846154,0.0010770542566081766,120.0,0.9006060606060606,0.9465138195138193,235.01090042591096,0.004227573102893194
Std,0.0595843591724218,0.0,0.0,0.06435857614836196,0.04806617310036412,0.42080812085420605,
