Run,Accuracy,Fitness,Selected_Genes,Sensitivity,Specificity,Time,Stability
1.0,0.8846153846153846,0.0010770542566081766,120.0,0.8818181818181818,0.8651515151515152,235.2498073577881,
2.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,189.19313073158264,
3.0,0.7692307692307693,0.0010770542566081766,120.0,0.746969696969697,0.8217948717948719,189.14537954330444,
4.0,0.8846153846153846,0.0010770542566081766,120.0,0.8651515151515152,0.9166666666666667,189.1225221157074,
5.0,0.9230769230769231,0.0010770542566081766,120.0,0.8833333333333332,0.9692307692307693,189.1875422000885,
6.0,1.0,0.0010770542566081766,120.0,1.0,1.0,189.1124165058136,
7.0,0.7692307692307693,0.0010770542566081766,120.0,0.7151515151515151,0.8333333333333333,189.32772135734558,
8.0,0.9615384615384616,0.0010770542566081766,120.0,0.95,0.9833333333333332,189.23680448532104,
9.0,0.9230769230769231,0.0010770542566081766,120.0,0.8833333333333332,0.9692307692307693,189.4801845550537,
10.0,0.9230769230769231,0.0010770542566081766,120.0,0.9151515151515153,0.9418181818181818,280.34157848358154,
Mean,0.9,0.0010770542566081766,120.0,0.8774242424242423,0.9283892773892773,202.93970873355866,0.003281846033924526
Std,0.0773492468153762,0.0,0.0,0.08719825315644433,0.06601062079966954,30.803479521182247,
