Run,Accuracy,Fitness,Selected_Genes,Sensitivity,Specificity,Time,Stability
1.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,412.3729133605957,
2.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,318.09832739830017,
3.0,0.8461538461538461,0.0010770542566081766,120.0,0.8318181818181818,0.9038461538461539,486.8262085914612,
4.0,0.8846153846153846,0.0010770542566081766,120.0,0.8651515151515152,0.9166666666666667,310.67484402656555,
5.0,1.0,0.0010770542566081766,120.0,1.0,1.0,316.5638110637665,
6.0,0.9230769230769231,0.0010770542566081766,120.0,0.9,0.9692307692307693,384.7179272174835,
7.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,355.0612738132477,
8.0,0.9615384615384616,0.0010770542566081766,120.0,0.9818181818181818,0.95,403.3778078556061,
9.0,0.9615384615384616,0.0010770542566081766,120.0,0.95,0.9833333333333332,300.02484226226807,
10.0,0.7692307692307693,0.0010770542566081766,120.0,0.7151515151515151,0.8833333333333332,385.0873622894287,
11.0,0.9230769230769231,0.0010770542566081766,120.0,0.9151515151515153,0.9418181818181818,343.89085364341736,
12.0,0.8076923076923077,0.0010770542566081766,120.0,0.796969696969697,0.8166666666666667,407.42087411880493,
13.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,368.59129786491394,
14.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,486.91968417167664,
15.0,0.8461538461538461,0.0010770542566081766,120.0,0.7833333333333333,0.9466666666666667,377.5269458293915,
16.0,0.8846153846153846,0.0010770542566081766,120.0,0.85,0.9571428571428571,330.83758568763733,
17.0,0.8846153846153846,0.0010770542566081766,120.0,0.8651515151515152,0.9266666666666665,332.62721705436707,
18.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,410.4194059371948,
19.0,0.8846153846153846,0.0010770542566081766,120.0,0.85,0.9571428571428571,301.0023572444916,
20.0,1.0,0.0010770542566081766,120.0,1.0,1.0,451.0924115180969,
21.0,0.9615384615384616,0.0010770542566081766,120.0,0.95,0.9833333333333332,358.5115284919739,
22.0,0.8461538461538461,0.0010770542566081766,120.0,0.8151515151515152,0.9038461538461539,289.5682134628296,
23.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,321.08585143089294,
24.0,0.9230769230769231,0.0010770542566081766,120.0,0.8833333333333332,0.9692307692307693,303.4634368419647,
25.0,0.9230769230769231,0.0010770542566081766,120.0,0.8833333333333332,0.9692307692307693,393.9136292934418,
26.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9025641025641026,301.25310468673706,
27.0,0.9230769230769231,0.0010770542566081766,120.0,0.9318181818181819,0.9318181818181819,278.9931790828705,
28.0,0.8846153846153846,0.0010770542566081766,120.0,0.8333333333333333,0.9571428571428571,321.7713055610657,
29.0,0.9615384615384616,0.0010770542566081766,120.0,0.9333333333333332,0.9833333333333332,344.917845249176,
30.0,0.8846153846153846,0.0010770542566081766,120.0,0.85,0.9571428571428571,214.7260777950287,
Mean,0.9038461538461536,0.0010770542566081766,120.0,0.8750505050505051,0.9487512487512487,353.71127076148986,0.0021874578410477625
Std,0.0532076581589324,0.0,0.0,0.06680750457100176,0.038450305697806865,61.31007164881185,
