Run,Accuracy,Fitness,Selected_Genes,Sensitivity,Specificity,Time,Stability
1.0,0.9117647058823529,0.039263966967712186,120.0,0.9035714285714285,0.913919413919414,326.0059700012207,
2.0,0.7941176470588235,0.02131524901899422,120.0,0.75,0.8703703703703703,345.3455722332001,
3.0,0.8823529411764706,0.02131524901899422,120.0,0.8571428571428572,0.9166666666666667,342.35336422920227,
4.0,0.7941176470588235,0.003366531070276336,120.0,0.75,0.8703703703703703,300.44079303741455,
5.0,0.8823529411764706,0.02131524901899422,120.0,0.8678571428571429,0.8901515151515151,377.2145037651062,
6.0,0.7941176470588235,0.02131524901899422,120.0,0.75,0.8703703703703703,315.06280732154846,
7.0,0.8235294117647058,0.02131524901899422,120.0,0.7857142857142857,0.8846153846153846,350.2887647151947,
8.0,0.7058823529411765,0.02131524901899422,120.0,0.6428571428571428,0.8333333333333333,500.9882616996765,
9.0,0.8235294117647058,0.02131524901899422,120.0,0.7964285714285715,0.8458333333333333,308.7098650932312,
10.0,0.8823529411764706,0.02131524901899422,120.0,0.8571428571428572,0.9166666666666667,336.8147225379944,
11.0,0.8529411764705882,0.02131524901899422,120.0,0.8214285714285714,0.9,318.2870411872864,
12.0,0.8823529411764706,0.003366531070276336,120.0,0.8678571428571429,0.8901515151515151,489.5246706008911,
13.0,0.7058823529411765,0.02131524901899422,120.0,0.6535714285714286,0.7559523809523809,300.10430693626404,
14.0,0.7941176470588235,0.039263966967712186,120.0,0.75,0.8703703703703703,299.81323528289795,
15.0,0.7647058823529411,0.02131524901899422,120.0,0.7142857142857143,0.8571428571428572,284.4313876628876,
16.0,0.7941176470588235,0.02131524901899422,120.0,0.7607142857142857,0.8244444444444444,482.12441539764404,
17.0,0.7941176470588235,0.039263966967712186,120.0,0.75,0.8703703703703703,284.6688389778137,
18.0,0.8235294117647058,0.02131524901899422,120.0,0.7857142857142857,0.8846153846153846,434.8911888599396,
19.0,0.8823529411764706,0.02131524901899422,120.0,0.8571428571428572,0.9166666666666667,462.99470472335815,
20.0,0.9411764705882353,0.02131524901899422,120.0,0.9285714285714286,0.9545454545454546,523.4611511230469,
21.0,0.8529411764705882,0.02131524901899422,120.0,0.8214285714285714,0.9,411.7222304344177,
22.0,0.8235294117647058,0.003366531070276336,120.0,0.7857142857142857,0.8846153846153846,487.24025774002075,
23.0,0.9117647058823529,0.02131524901899422,120.0,0.8928571428571428,0.9347826086956521,355.9433991909027,
24.0,0.7352941176470589,0.039263966967712186,120.0,0.6785714285714286,0.8448275862068966,317.089968919754,
25.0,0.7058823529411765,0.003366531070276336,120.0,0.6428571428571428,0.8333333333333333,403.24761509895325,
26.0,0.7352941176470589,0.02131524901899422,120.0,0.6785714285714286,0.8448275862068966,371.96969962120056,
27.0,0.7941176470588235,0.003366531070276336,120.0,0.75,0.8703703703703703,484.8340208530426,
28.0,0.7647058823529411,0.039263966967712186,120.0,0.7142857142857143,0.8571428571428572,285.6719717979431,
29.0,0.8235294117647058,0.003366531070276336,120.0,0.7857142857142857,0.8846153846153846,352.5810821056366,
30.0,0.8823529411764706,0.02131524901899422,120.0,0.8571428571428572,0.9166666666666667,245.49595499038696,
Mean,0.8186274509803921,0.02071695842070363,120.0,0.7819047619047619,0.876924621563677,369.97739220460255,0.012661578056740192
Std,0.0646613037170241,0.011037526407714464,0.0,0.07913997908136165,0.03893702281582841,78.71205211664765,
